allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic
g02341_00006	g02341	NA	Uncharacterized conserved protein YegL%2C contains vWA domain of TerY type	98	1	7	1	1	1	0	0	0	0	7	Uncharacterized conserved protein YegL%2C contains vWA domain of TerY type(7)	NA(7)	1011	1011	1011.00	459	2		GCA_029747785_1_ASM2974778v1_genomic_01472	GCA_029747985_1_ASM2974798v1_genomic_01475	GCA_030235295_1_ASM3023529v1_genomic_00774	GCA_030235365_1_ASM3023536v1_genomic_01943	GCA_030235425_1_ASM3023542v1_genomic_00774	GCA_030239835_1_ASM3023983v1_genomic_00782	GCA_030239865_1_ASM3023986v1_genomic_00808		
g02342_00006	g02342	NA	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	98	1	7	1	1	1	0	0	0	0	7	4-hydroxy-L-threonine phosphate dehydrogenase PdxA(7)	NA(7)	945	1011	1001.57	460	1	GCA_029747675_1_ASM2974767v1_genomic_01590				GCA_030235365_1_ASM3023536v1_genomic_01119	GCA_030235425_1_ASM3023542v1_genomic_00678	GCA_030239835_1_ASM3023983v1_genomic_01435	GCA_030239865_1_ASM3023986v1_genomic_00670	GCA_030240135_1_ASM3024013v1_genomic_00896	GCA_030240165_1_ASM3024016v1_genomic_01603
g02232_00006	g02232	NA	H+/gluconate symporter GntT or related permease%2C GntP/DsdX family	98	1	7	1	1	1	0	0	0	0	7	H+/gluconate symporter GntT or related permease%2C GntP/DsdX family(7)	NA(7)	1344	1344	1344.00	460	2	GCA_029747675_1_ASM2974767v1_genomic_01589				GCA_030235365_1_ASM3023536v1_genomic_01147	GCA_030235425_1_ASM3023542v1_genomic_00629	GCA_030239835_1_ASM3023983v1_genomic_01440	GCA_030239865_1_ASM3023986v1_genomic_00679	GCA_030240135_1_ASM3024013v1_genomic_00911	GCA_030240165_1_ASM3024016v1_genomic_01602
g01704_00004	g01704	NA	type I-U CRISPR-associated protein Csb2	90	2	7	1	1	1	0	0	0	0	7	type I-U CRISPR-associated protein Csb2(7)	NA(7)	1542	1542	1542.00	461	1		GCA_029747785_1_ASM2974778v1_genomic_00266	GCA_029747985_1_ASM2974798v1_genomic_00269		GCA_030235365_1_ASM3023536v1_genomic_00662	GCA_030235425_1_ASM3023542v1_genomic_00657	GCA_030239835_1_ASM3023983v1_genomic_00382	GCA_030239865_1_ASM3023986v1_genomic_00884	GCA_030240135_1_ASM3024013v1_genomic_00393	
g01655_00005	g01655	NA	type I-U CRISPR-associated helicase/endonuclease Cas3	95	2	7	1	1	1	1	0	1	0	7	type I-U CRISPR-associated helicase/endonuclease Cas3(7):hypothetical protein(1)	NA(8)	1089	2616	2293.50	461	2		GCA_029747785_1_ASM2974778v1_genomic_00265	GCA_029747985_1_ASM2974798v1_genomic_00268		GCA_030235365_1_ASM3023536v1_genomic_00562	GCA_030235425_1_ASM3023542v1_genomic_00713	GCA_030239835_1_ASM3023983v1_genomic_00315	(GCA_030239865_1_ASM3023986v1_genomic_00264:GCA_030239865_1_ASM3023986v1_genomic_00898)	GCA_030240135_1_ASM3024013v1_genomic_00417	
g01463_1_00019	g01463_1	NA	Exopolyphosphatase	98	1	7	1	1	1	0	0	0	0	7	Exopolyphosphatase(7)	NA(7)	828	831	828.43	462	1	GCA_029747675_1_ASM2974767v1_genomic_02177	GCA_029747785_1_ASM2974778v1_genomic_02158	GCA_029747985_1_ASM2974798v1_genomic_02159		GCA_030235365_1_ASM3023536v1_genomic_02016		GCA_030239835_1_ASM3023983v1_genomic_00210		GCA_030240135_1_ASM3024013v1_genomic_00110	GCA_030240165_1_ASM3024016v1_genomic_02157
g01641_00003	g01641	NA	Transposase	80	3	7	1	1	1	0	0	0	0	7	Transposase(6):DUF559 domain-containing protein(1)	NA(7)	228	228	228.00	462	2	GCA_029747675_1_ASM2974767v1_genomic_02180	GCA_029747785_1_ASM2974778v1_genomic_02162	GCA_029747985_1_ASM2974798v1_genomic_02163		GCA_030235365_1_ASM3023536v1_genomic_02012		GCA_030239835_1_ASM3023983v1_genomic_00206		GCA_030240135_1_ASM3024013v1_genomic_00113	GCA_030240165_1_ASM3024016v1_genomic_02160
g02766_00006	g02766	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	297	297	297.00	463	1	GCA_029747675_1_ASM2974767v1_genomic_01698	GCA_029747785_1_ASM2974778v1_genomic_01644	GCA_029747985_1_ASM2974798v1_genomic_01644	GCA_030235295_1_ASM3023529v1_genomic_00020	GCA_030235365_1_ASM3023536v1_genomic_00068				GCA_030240135_1_ASM3024013v1_genomic_00313	GCA_030240165_1_ASM3024016v1_genomic_01685
g02718_00006	g02718	NA	Inorganic pyrophosphatase	98	1	7	1	1	1	0	0	0	0	7	Inorganic pyrophosphatase(7)	NA(7)	360	360	360.00	463	2	GCA_029747675_1_ASM2974767v1_genomic_01697	GCA_029747785_1_ASM2974778v1_genomic_01643	GCA_029747985_1_ASM2974798v1_genomic_01643	GCA_030235295_1_ASM3023529v1_genomic_00021	GCA_030235365_1_ASM3023536v1_genomic_00067				GCA_030240135_1_ASM3024013v1_genomic_00314	GCA_030240165_1_ASM3024016v1_genomic_01684
g01397_1_00023	g01397_1	NA	Conjugal transfer protein TrbL	95	2	7	1	1	1	2	0	2	0	7	Conjugal transfer protein TrbL(5):DNA protecting protein DprA(3):putative Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake(1)	NA(9)	999	2166	1301.00	464	1	(GCA_029747675_1_ASM2974767v1_genomic_01283:GCA_029747675_1_ASM2974767v1_genomic_01287)	GCA_029747785_1_ASM2974778v1_genomic_01269	GCA_029747985_1_ASM2974798v1_genomic_01272		GCA_030235365_1_ASM3023536v1_genomic_01130		GCA_030239835_1_ASM3023983v1_genomic_00720		(GCA_030240135_1_ASM3024013v1_genomic_00377:GCA_030240135_1_ASM3024013v1_genomic_01578)	GCA_030240165_1_ASM3024016v1_genomic_01296
g01426_1_00003	g01426_1	NA	PrgI family protein	80	3	7	1	1	1	0	0	0	0	7	PrgI family protein(7)	NA(7)	1461	1470	1468.71	464	2	GCA_029747675_1_ASM2974767v1_genomic_01288	GCA_029747785_1_ASM2974778v1_genomic_01270	GCA_029747985_1_ASM2974798v1_genomic_01273		GCA_030235365_1_ASM3023536v1_genomic_01088		GCA_030239835_1_ASM3023983v1_genomic_00698	GCA_030239865_1_ASM3023986v1_genomic_01549	GCA_030240135_1_ASM3024013v1_genomic_01583	
g01420_2_00017	g01420_2	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	198	198	198.00	465	1		GCA_029747785_1_ASM2974778v1_genomic_01673	GCA_029747985_1_ASM2974798v1_genomic_01673		GCA_030235365_1_ASM3023536v1_genomic_01979	GCA_030235425_1_ASM3023542v1_genomic_00398		GCA_030239865_1_ASM3023986v1_genomic_02321	GCA_030240135_1_ASM3024013v1_genomic_02047	GCA_030240165_1_ASM3024016v1_genomic_01707
g02430_00006	g02430	NA	Transposase	98	1	7	1	1	1	0	0	0	0	7	Transposase(7)	NA(7)	870	870	870.00	465	2		GCA_029747785_1_ASM2974778v1_genomic_01672	GCA_029747985_1_ASM2974798v1_genomic_01672		GCA_030235365_1_ASM3023536v1_genomic_01978	GCA_030235425_1_ASM3023542v1_genomic_00399		GCA_030239865_1_ASM3023986v1_genomic_02320	GCA_030240135_1_ASM3024013v1_genomic_02048	GCA_030240165_1_ASM3024016v1_genomic_01706
g02178_00006	g02178	NA	CRISPR-associated endonuclease Cas1	98	1	7	1	1	1	0	0	0	0	7	CRISPR-associated endonuclease Cas1(7)	NA(7)	1602	1602	1602.00	466	1		GCA_029747785_1_ASM2974778v1_genomic_00264	GCA_029747985_1_ASM2974798v1_genomic_00267		GCA_030235365_1_ASM3023536v1_genomic_00448	GCA_030235425_1_ASM3023542v1_genomic_00826	GCA_030239835_1_ASM3023983v1_genomic_00268	GCA_030239865_1_ASM3023986v1_genomic_01066	GCA_030240135_1_ASM3024013v1_genomic_00478	
g02760_00006	g02760	NA	CRISPR-associated endonuclease Cas2	98	1	7	1	1	1	0	0	0	0	7	CRISPR-associated endonuclease Cas2(7)	NA(7)	303	303	303.00	466	2		GCA_029747785_1_ASM2974778v1_genomic_00263	GCA_029747985_1_ASM2974798v1_genomic_00266		GCA_030235365_1_ASM3023536v1_genomic_00433	GCA_030235425_1_ASM3023542v1_genomic_00872	GCA_030239835_1_ASM3023983v1_genomic_00263	GCA_030239865_1_ASM3023986v1_genomic_01065	GCA_030240135_1_ASM3024013v1_genomic_00508	
g01804_00004	g01804	NA	CRISPR-associated Csb3 family protein	90	2	7	1	1	1	0	0	0	0	7	CRISPR-associated Csb3 family protein(7)	NA(7)	999	1002	1001.57	467	1		GCA_029747785_1_ASM2974778v1_genomic_01771	GCA_029747985_1_ASM2974798v1_genomic_01773		GCA_030235365_1_ASM3023536v1_genomic_00025	GCA_030235425_1_ASM3023542v1_genomic_02190	GCA_030239835_1_ASM3023983v1_genomic_00007	GCA_030239865_1_ASM3023986v1_genomic_00263	GCA_030240135_1_ASM3024013v1_genomic_02055	
g01435_00002	g01435	NA	hypothetical protein	70	5	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	783	810	789.86	468	1	GCA_029747675_1_ASM2974767v1_genomic_01711			GCA_030235295_1_ASM3023529v1_genomic_00187	GCA_030235365_1_ASM3023536v1_genomic_00143	GCA_030235425_1_ASM3023542v1_genomic_00141	GCA_030239835_1_ASM3023983v1_genomic_02043		GCA_030240135_1_ASM3024013v1_genomic_00020	GCA_030240165_1_ASM3024016v1_genomic_01697
g01411_1_00008	g01411_1	NA	Type IV secretory pathway%2C VirB4 component	95	3	7	1.14	1	2	0	1	0	1	8	Type IV secretory pathway%2C VirB4 component(8)	NA(8)	1482	1500	1492.12	469	1	GCA_029747675_1_ASM2974767v1_genomic_01289	GCA_029747785_1_ASM2974778v1_genomic_01271	GCA_029747985_1_ASM2974798v1_genomic_01274		GCA_030235365_1_ASM3023536v1_genomic_00957		GCA_030239835_1_ASM3023983v1_genomic_00634		GCA_030240135_1_ASM3024013v1_genomic_00890;GCA_030240135_1_ASM3024013v1_genomic_01588	GCA_030240165_1_ASM3024016v1_genomic_01303
g01738_00006	g01738	NA	Sugar phosphate permease	98	1	7	1	1	1	2	0	2	0	7	Sugar phosphate permease(5):MFS transporter(4)	NA(9)	606	1293	994.00	470	1	GCA_029747675_1_ASM2974767v1_genomic_01577				GCA_030235365_1_ASM3023536v1_genomic_00578	GCA_030235425_1_ASM3023542v1_genomic_00538	GCA_030239835_1_ASM3023983v1_genomic_00289	GCA_030239865_1_ASM3023986v1_genomic_00274	(GCA_030240135_1_ASM3024013v1_genomic_00135:GCA_030240135_1_ASM3024013v1_genomic_00136)	(GCA_030240165_1_ASM3024016v1_genomic_02287:GCA_030240165_1_ASM3024016v1_genomic_02288)
g01404_2_00015	g01404_2	NA	Anaerobic C4-dicarboxylate transporter	98	1	7	1	1	1	0	0	0	0	7	Anaerobic C4-dicarboxylate transporter(7)	NA(7)	1317	1317	1317.00	471	1	GCA_029747675_1_ASM2974767v1_genomic_00275			GCA_030235295_1_ASM3023529v1_genomic_00370	GCA_030235365_1_ASM3023536v1_genomic_00675	GCA_030235425_1_ASM3023542v1_genomic_00791	GCA_030239835_1_ASM3023983v1_genomic_00450	GCA_030239865_1_ASM3023986v1_genomic_00967		GCA_030240165_1_ASM3024016v1_genomic_00297
g01941_00005	g01941	NA	DUF4381 domain-containing protein	95	2	7	1	1	1	0	0	0	0	7	DUF4381 domain-containing protein(7)	NA(7)	621	621	621.00	472	1		GCA_029747785_1_ASM2974778v1_genomic_02242	GCA_029747985_1_ASM2974798v1_genomic_02243	GCA_030235295_1_ASM3023529v1_genomic_02000	GCA_030235365_1_ASM3023536v1_genomic_01975	GCA_030235425_1_ASM3023542v1_genomic_02247	GCA_030239835_1_ASM3023983v1_genomic_01875	GCA_030239865_1_ASM3023986v1_genomic_02138		
g02903_00006	g02903	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	162	162	162.00	473	1	GCA_029747675_1_ASM2974767v1_genomic_01982	GCA_029747785_1_ASM2974778v1_genomic_01966	GCA_029747985_1_ASM2974798v1_genomic_01967		GCA_030235365_1_ASM3023536v1_genomic_02260		GCA_030239835_1_ASM3023983v1_genomic_01999	GCA_030239865_1_ASM3023986v1_genomic_01980	GCA_030240135_1_ASM3024013v1_genomic_00039	
g02745_00006	g02745	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	315	315	315.00	474	1		GCA_029747785_1_ASM2974778v1_genomic_01762	GCA_029747985_1_ASM2974798v1_genomic_01764			GCA_030235425_1_ASM3023542v1_genomic_00053	GCA_030239835_1_ASM3023983v1_genomic_00223	GCA_030239865_1_ASM3023986v1_genomic_00251	GCA_030240135_1_ASM3024013v1_genomic_02064	GCA_030240165_1_ASM3024016v1_genomic_01797
g01507_00003	g01507	NA	hypothetical protein	80	3	7	1.14	1	2	0	1	0	1	8	hypothetical protein(7):Type III restriction enzyme%2C res subunit(1)	NA(8)	282	2178	1402.12	475	1	GCA_029747675_1_ASM2974767v1_genomic_02173;GCA_029747675_1_ASM2974767v1_genomic_02176	GCA_029747785_1_ASM2974778v1_genomic_02157	GCA_029747985_1_ASM2974798v1_genomic_02158		GCA_030235365_1_ASM3023536v1_genomic_02017		GCA_030239835_1_ASM3023983v1_genomic_00211		GCA_030240135_1_ASM3024013v1_genomic_00109	GCA_030240165_1_ASM3024016v1_genomic_02156
g01858_00004	g01858	NA	hypothetical protein	90	2	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	837	837	837.00	476	1		GCA_029747785_1_ASM2974778v1_genomic_02239	GCA_029747985_1_ASM2974798v1_genomic_02240	GCA_030235295_1_ASM3023529v1_genomic_02003	GCA_030235365_1_ASM3023536v1_genomic_01972	GCA_030235425_1_ASM3023542v1_genomic_02244	GCA_030239835_1_ASM3023983v1_genomic_01872	GCA_030239865_1_ASM3023986v1_genomic_02135		
g02085_00003	g02085	NA	hypothetical protein	80	2	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	129	174	167.57	477	1		GCA_029747785_1_ASM2974778v1_genomic_02048	GCA_029747985_1_ASM2974798v1_genomic_02049	GCA_030235295_1_ASM3023529v1_genomic_01917	GCA_030235365_1_ASM3023536v1_genomic_02330		GCA_030239835_1_ASM3023983v1_genomic_01852		GCA_030240135_1_ASM3024013v1_genomic_00063	GCA_030240165_1_ASM3024016v1_genomic_01951
g02712_00006	g02712	NA	Lactoylglutathione lyase-related enzyme%2C vicinal oxygen chelate (VOC) family	98	1	7	1	1	1	0	0	0	0	7	Lactoylglutathione lyase-related enzyme%2C vicinal oxygen chelate (VOC) family(7)	NA(7)	369	369	369.00	478	1	GCA_029747675_1_ASM2974767v1_genomic_01269			GCA_030235295_1_ASM3023529v1_genomic_00268	GCA_030235365_1_ASM3023536v1_genomic_01582	GCA_030235425_1_ASM3023542v1_genomic_01391		GCA_030239865_1_ASM3023986v1_genomic_01205	GCA_030240135_1_ASM3024013v1_genomic_00793	GCA_030240165_1_ASM3024016v1_genomic_01282
g02578_00006	g02578	NA	Transcriptional regulator	98	1	7	1.29	1	2	0	2	0	2	9	Transcriptional regulator(9)	NA(9)	567	567	567.00	479	1	GCA_029747675_1_ASM2974767v1_genomic_01716	GCA_029747785_1_ASM2974778v1_genomic_01918;GCA_029747785_1_ASM2974778v1_genomic_01941	GCA_029747985_1_ASM2974798v1_genomic_01919;GCA_029747985_1_ASM2974798v1_genomic_01942				GCA_030239835_1_ASM3023983v1_genomic_01962	GCA_030239865_1_ASM3023986v1_genomic_01946	GCA_030240135_1_ASM3024013v1_genomic_02337	GCA_030240165_1_ASM3024016v1_genomic_02059
g01534_00001	g01534	NA	Polysaccharide biosynthesis protein	60	3	7	1	1	1	0	0	0	0	7	Polysaccharide biosynthesis protein(4):polysaccharide biosynthesis protein(3)	NA(7)	1248	1356	1276.29	480	1	GCA_029747675_1_ASM2974767v1_genomic_02397			GCA_030235295_1_ASM3023529v1_genomic_01985	GCA_030235365_1_ASM3023536v1_genomic_00196	GCA_030235425_1_ASM3023542v1_genomic_00341	GCA_030239835_1_ASM3023983v1_genomic_00182	GCA_030239865_1_ASM3023986v1_genomic_00194		GCA_030240165_1_ASM3024016v1_genomic_02329
g01407_00001	g01407	NA	DUF6541 domain-containing protein	60	5	7	1.43	1	2	1	3	1	3	10	DUF6541 domain-containing protein(7):Conserved domain protein(3):hypothetical protein(1)	NA(11)	600	2121	1789.36	481	1	(GCA_029747675_1_ASM2974767v1_genomic_02402:GCA_029747675_1_ASM2974767v1_genomic_02403);GCA_029747675_1_ASM2974767v1_genomic_02401	GCA_029747785_1_ASM2974778v1_genomic_02320;GCA_029747785_1_ASM2974778v1_genomic_02321	GCA_029747985_1_ASM2974798v1_genomic_02321;GCA_029747985_1_ASM2974798v1_genomic_02322		GCA_030235365_1_ASM3023536v1_genomic_00198	GCA_030235425_1_ASM3023542v1_genomic_00339	GCA_030239835_1_ASM3023983v1_genomic_00180		GCA_030240135_1_ASM3024013v1_genomic_00174	
g02688_00006	g02688	NA	Transcriptional regulator%2C ArsR family	98	1	7	1	1	1	0	0	0	0	7	Transcriptional regulator%2C ArsR family(7)	NA(7)	399	399	399.00	482	1	GCA_029747675_1_ASM2974767v1_genomic_01502	GCA_029747785_1_ASM2974778v1_genomic_01487	GCA_029747985_1_ASM2974798v1_genomic_01490	GCA_030235295_1_ASM3023529v1_genomic_00318		GCA_030235425_1_ASM3023542v1_genomic_00617	GCA_030239835_1_ASM3023983v1_genomic_00987	GCA_030239865_1_ASM3023986v1_genomic_01234		
g01750_00005	g01750	unitary	DUF805 domain-containing protein	95	2	7	1	1	1	0	0	0	0	7	DUF805 domain-containing protein(6):hypothetical protein(1)	NA(6):unitary(1)	384	1206	1083.43	483	1	GCA_029747675_1_ASM2974767v1_genomic_00370	GCA_029747785_1_ASM2974778v1_genomic_00363	GCA_029747985_1_ASM2974798v1_genomic_00366				GCA_030239835_1_ASM3023983v1_genomic_01651	GCA_030239865_1_ASM3023986v1_genomic_02190	GCA_030240135_1_ASM3024013v1_genomic_01658	GCA_030240165_1_ASM3024016v1_genomic_00392
g01401_2_00028	g01401_2	NA	Mobile element protein	98	1	7	1.29	1	2	0	2	0	2	9	Mobile element protein(9)	NA(9)	585	585	585.00	484	1	GCA_029747675_1_ASM2974767v1_genomic_01713	GCA_029747785_1_ASM2974778v1_genomic_01921;GCA_029747785_1_ASM2974778v1_genomic_01938	GCA_029747985_1_ASM2974798v1_genomic_01922;GCA_029747985_1_ASM2974798v1_genomic_01939				GCA_030239835_1_ASM3023983v1_genomic_01965	GCA_030239865_1_ASM3023986v1_genomic_01949	GCA_030240135_1_ASM3024013v1_genomic_02340	GCA_030240165_1_ASM3024016v1_genomic_02056
g01711_00003	g01711	NA	site-specific DNA-methyltransferase (adenine-specific)	80	2	7	1	1	1	0	0	0	0	7	site-specific DNA-methyltransferase (adenine-specific)(7)	NA(7)	270	1503	1149.86	485	1		GCA_029747785_1_ASM2974778v1_genomic_02264	GCA_029747985_1_ASM2974798v1_genomic_02265	GCA_030235295_1_ASM3023529v1_genomic_01987			GCA_030239835_1_ASM3023983v1_genomic_01887	GCA_030239865_1_ASM3023986v1_genomic_02159	GCA_030240135_1_ASM3024013v1_genomic_00167	GCA_030240165_1_ASM3024016v1_genomic_02256
g01882_00005	g01882	NA	Putative transmembrane protein	95	2	7	1	1	1	0	0	0	0	7	Putative transmembrane protein(7)	NA(7)	768	771	769.71	486	1	GCA_029747675_1_ASM2974767v1_genomic_02002	GCA_029747785_1_ASM2974778v1_genomic_01985	GCA_029747985_1_ASM2974798v1_genomic_01986				GCA_030239835_1_ASM3023983v1_genomic_02016	GCA_030239865_1_ASM3023986v1_genomic_01998	GCA_030240135_1_ASM3024013v1_genomic_00055	GCA_030240165_1_ASM3024016v1_genomic_02006
g01429_00006	g01429	NA	ATPase family	98	1	7	1	1	1	1	0	1	0	7	ATPase family(6):MoxR-like ATPase(1):hypothetical protein(1)	NA(8)	276	1125	907.88	487	1		GCA_029747785_1_ASM2974778v1_genomic_02243	GCA_029747985_1_ASM2974798v1_genomic_02244	GCA_030235295_1_ASM3023529v1_genomic_01999	GCA_030235365_1_ASM3023536v1_genomic_01945	GCA_030235425_1_ASM3023542v1_genomic_02248	GCA_030239835_1_ASM3023983v1_genomic_01876	(GCA_030239865_1_ASM3023986v1_genomic_02084:GCA_030239865_1_ASM3023986v1_genomic_02139)		
g02327_00006	g02327	NA	Cobalt-zinc-cadmium efflux permease	98	1	7	1	1	1	0	0	0	0	7	Cobalt-zinc-cadmium efflux permease(7)	NA(7)	1029	1041	1035.86	488	1	GCA_029747675_1_ASM2974767v1_genomic_02327	GCA_029747785_1_ASM2974778v1_genomic_02270	GCA_029747985_1_ASM2974798v1_genomic_02271	GCA_030235295_1_ASM3023529v1_genomic_00216		GCA_030235425_1_ASM3023542v1_genomic_00267	GCA_030239835_1_ASM3023983v1_genomic_01972	GCA_030239865_1_ASM3023986v1_genomic_00022		
g02268_00006	g02268	NA	CRISPR-Cas system type I-G effector complex subunit Csb1%2C RAMP superfamily Cas7 group	98	1	7	1	1	1	0	0	0	0	7	CRISPR-Cas system type I-G effector complex subunit Csb1%2C RAMP superfamily Cas7 group(7)	NA(7)	1200	1200	1200.00	489	1		GCA_029747785_1_ASM2974778v1_genomic_00267	GCA_029747985_1_ASM2974798v1_genomic_00270		GCA_030235365_1_ASM3023536v1_genomic_00722	GCA_030235425_1_ASM3023542v1_genomic_02189	GCA_030239835_1_ASM3023983v1_genomic_00421	GCA_030239865_1_ASM3023986v1_genomic_02217	GCA_030240135_1_ASM3024013v1_genomic_02054	
g01442_1_00005	g01442_1	NA	TRAM domain-containing protein	80	4	7	1.14	1	2	0	1	0	1	8	TRAM domain-containing protein(6):Cytochrome c oxidase subunit 2(2)	NA(8)	549	552	551.62	490	1	GCA_029747675_1_ASM2974767v1_genomic_02178	GCA_029747785_1_ASM2974778v1_genomic_02160	GCA_029747985_1_ASM2974798v1_genomic_02161		GCA_030235365_1_ASM3023536v1_genomic_02014		GCA_030239835_1_ASM3023983v1_genomic_00208		GCA_030240135_1_ASM3024013v1_genomic_00111;GCA_030240135_1_ASM3024013v1_genomic_02328	GCA_030240165_1_ASM3024016v1_genomic_02158
g02784_00006	g02784	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	276	276	276.00	491	1	GCA_029747675_1_ASM2974767v1_genomic_01817			GCA_030235295_1_ASM3023529v1_genomic_02018	GCA_030235365_1_ASM3023536v1_genomic_00047	GCA_030235425_1_ASM3023542v1_genomic_00275	GCA_030239835_1_ASM3023983v1_genomic_00138	GCA_030239865_1_ASM3023986v1_genomic_00257		GCA_030240165_1_ASM3024016v1_genomic_01804
g01401_3_00027	g01401_3	NA	IS481 family transposase	98	1	7	1.29	1	2	0	2	0	2	9	IS481 family transposase(9)	NA(9)	165	165	165.00	492	1	GCA_029747675_1_ASM2974767v1_genomic_01714	GCA_029747785_1_ASM2974778v1_genomic_01920;GCA_029747785_1_ASM2974778v1_genomic_01939	GCA_029747985_1_ASM2974798v1_genomic_01921;GCA_029747985_1_ASM2974798v1_genomic_01940				GCA_030239835_1_ASM3023983v1_genomic_01964	GCA_030239865_1_ASM3023986v1_genomic_01948	GCA_030240135_1_ASM3024013v1_genomic_02339	GCA_030240165_1_ASM3024016v1_genomic_02057
g01417_1_00011	g01417_1	unitary	Lipoprotein	95	2	7	1	1	1	0	0	0	0	7	Lipoprotein(7)	NA(5):unitary(2)	357	549	458.57	493	1	GCA_029747675_1_ASM2974767v1_genomic_02376	GCA_029747785_1_ASM2974778v1_genomic_02306	GCA_029747985_1_ASM2974798v1_genomic_02307	GCA_030235295_1_ASM3023529v1_genomic_02158		GCA_030235425_1_ASM3023542v1_genomic_00215		GCA_030239865_1_ASM3023986v1_genomic_00203		GCA_030240165_1_ASM3024016v1_genomic_02314
g02427_00006	g02427	NA	Permease of the drug/metabolite transporter (DMT) superfamily	98	1	7	1.29	1	2	0	2	0	2	9	Permease of the drug/metabolite transporter (DMT) superfamily(9)	NA(9)	873	873	873.00	494	1	GCA_029747675_1_ASM2974767v1_genomic_01715	GCA_029747785_1_ASM2974778v1_genomic_01919;GCA_029747785_1_ASM2974778v1_genomic_01940	GCA_029747985_1_ASM2974798v1_genomic_01920;GCA_029747985_1_ASM2974798v1_genomic_01941				GCA_030239835_1_ASM3023983v1_genomic_01963	GCA_030239865_1_ASM3023986v1_genomic_01947	GCA_030240135_1_ASM3024013v1_genomic_02338	GCA_030240165_1_ASM3024016v1_genomic_02058
g02229_00006	g02229	NA	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase	98	1	6	1	1	1	0	0	0	0	6	Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase(6)	NA(6)	1356	1356	1356.00	495	1		GCA_029747785_1_ASM2974778v1_genomic_00178	GCA_029747985_1_ASM2974798v1_genomic_00181	GCA_030235295_1_ASM3023529v1_genomic_00529				GCA_030239865_1_ASM3023986v1_genomic_01094	GCA_030240135_1_ASM3024013v1_genomic_00394	GCA_030240165_1_ASM3024016v1_genomic_00271
g02349_00006	g02349	NA	UDP-glucose 4-epimerase GalE	98	1	6	1	1	1	0	0	0	0	6	UDP-glucose 4-epimerase GalE(6)	NA(6)	996	996	996.00	495	2		GCA_029747785_1_ASM2974778v1_genomic_00181	GCA_029747985_1_ASM2974798v1_genomic_00184	GCA_030235295_1_ASM3023529v1_genomic_00402				GCA_030239865_1_ASM3023986v1_genomic_01058	GCA_030240135_1_ASM3024013v1_genomic_00598	GCA_030240165_1_ASM3024016v1_genomic_00275
g02222_00006	g02222	NA	Na+/melibiose symporter or related transporter	98	1	6	1	1	1	0	0	0	0	6	Na+/melibiose symporter or related transporter(6)	NA(6)	1389	1389	1389.00	495	3		GCA_029747785_1_ASM2974778v1_genomic_00182	GCA_029747985_1_ASM2974798v1_genomic_00185	GCA_030235295_1_ASM3023529v1_genomic_00368				GCA_030239865_1_ASM3023986v1_genomic_01045	GCA_030240135_1_ASM3024013v1_genomic_00612	GCA_030240165_1_ASM3024016v1_genomic_00276
g02105_00006	g02105	NA	Beta-galactosidase/beta-glucuronidase	98	1	6	1	1	1	0	0	0	0	6	Beta-galactosidase/beta-glucuronidase(6)	NA(6)	3069	3069	3069.00	495	4		GCA_029747785_1_ASM2974778v1_genomic_00183	GCA_029747985_1_ASM2974798v1_genomic_00186	GCA_030235295_1_ASM3023529v1_genomic_00289				GCA_030239865_1_ASM3023986v1_genomic_01026	GCA_030240135_1_ASM3024013v1_genomic_00629	GCA_030240165_1_ASM3024016v1_genomic_00277
